barcode,name,cost,sell
8683420544945,صلصه ثوميه الطباخ 425غ بلاستك,1250,1500
140788141501652672,مداليه سياره علامه مشكل,750,1000
4823116810938,فخذ عرموطي 2كغم كواليكو مجمد,6720,7500
8681820101386,فول مدمس الطازج 400غ معدني,639,1000
8794512759847,تايت سائل دبه ميار mayar,3834,4000
781250,رصيد اسيا 6.000,6000,6500
735380074302,ذره حلوه ادام ADAM,833,1000
7427306965698,عصير شبح 330مل باكيت B,177,250
80135463,نوتيلا كندر 200غ زجاجي صغير,3266,3500
140788141501652671,مقراضه اضافر اصلي مشكل,750,1000
8680400902276,صابون سائل هس 750مل HES,1334,1500
7899701799,صدر دجاج 2كغم صيني,8666,9000
6974975770234,فطر كامل طيبه 370غ,875,1000
8681893007967,اكياس نفايات عطر ياسمين ومنوليا مشكل وسط,1040,1500
6253803008108,صابون سائل فاين 500مل,1500,1750
8684,رصيد اسيا 25.000,25150,27000
8680400901309,معطر ومنعم اقمشه 1.5لتر هس HES,3611,4000
8697449915310,ككو كيك محمود  باكيت 12*20غ,175,250
8906076272551,تمن بختياري 20 كغ,27000,28000
628101063,رصيد اسيا 15.000,15200,16000
6253504111459,تايت توري touri كيس 2500كغم ازرق,5568,7000
8699969122247,كلنس ئالين 300غ,1001,1250
6917790900233,خمره ديلي بان 70غ Delipan,712,1000
8944513743202,كيك تودي 2days مشكل,100,125
2159,كيس نفايات دبل kharman 70*90cm,1300,2000
9874578874492,شاي بلابل كيلوات 10كغم,5600,6000
91191129162024,سمسم ابيض كيلوات,2533,3500
8693730021371,عجينه بقلاوه مرسين 400غ,1860,2250
6291003090943,جكليت ايكلير كيس مشكل eclairs,3687,4000
8691066557038,ويفر 100غرام كيس مكعبات,875,1000
7689245380424,دبس الامراء زجاجي,1083,1500
8699243691742,بخاخ معطر الجو ايلوكس 400مل مشكل,1750,2000
4823116814998,فخذ عرموطي 700غرام كواليكو,2316,3000
8000500007884,نوتيلا 350غ زجاجي اصلي nutella,4132,4500
8693541019468,صاص البدوي 390غ,742,1000
8683420542798,حامض الليمون 750مل الطباخ,583,1000
8765567865463,راشي الاخوين صغار 500ملغم علبه,3083,3500
6253504112296,زاهي توري غسل الصحون touri صغير,1041,1250
140788141501652678,كبد ماعون ايراني 300غ,1100,1500
140788141501652742,ايسكريم باندى كبوس صغير,208,250
6260161404329,باميه مجففه 400غ كيس بمينا,1500,2000
6363319000630,عجينه شرائح سمبوسه مارينا,833,1500
8680805286636,مايونيز الطازج 340غ بلاستك,938,1250
745760707249,لحم بقري لانشون الطازج الذهبي 340غ,729,1000
91191129162021,بخور اسد 7aslan lions,375,500
6291055006152,فالكون ورق الزبد 10م*30سم,1208,1500
2100306,رصيد اسيا 5.000,5085,5500
2814822018000,دجاج تركي 1800كغم Oznesil,5535,6500
5998207923008,شرائح جبنه مطبوخه هيما 100غ,406,500
6263287700054,معكرونه ملون سنا كيس,833,1250
6253349200783,خمره سوبر مايا صغير super,320,500
4891433762995,عسل الرحمه 80غ زجاجي صغير,744,1000
8683420544990,صلصه باربكيو الطباخ بلاستك,1375,1750
633710171717,صابون وندرفول 100غ wonderful,243,333
1513546513518,راشي الشمس صغير,2166,2500
8697422634566,معكرونه 200غ زير مشكل,283,500
8036904979434,شعريه 2كغ النسر الذهبي بختياري,2142,2500
6281100029298,صلصه البيتزا بيدر 236مل زجاجي,1242,1500
8682134085782,ايسكريم شكلاته دبي 16غ,218,250
9640001022826,عصير رنج 450مل مشكل RANJ,916,1250
8699141013004,امادا ستار 37.5غ,221,250
9501101941809,اصابع دجاج مقرمش 180غ بوادي,1258,1500
8681451515613,جلي شريط toybox sour,109,125
9501101942431,فخذ دجاج مقرمش 8قطع بوادي,5025,5500
721272730708,عصير هه لات Halat زجاجي مشكل,375,500
8691066112459,هاي هاي 100غ باكيت,918,1000
6253811410245,زاهي الوزير شفاف مشكل,875,1000
8993379284039,صابون هارموني 135غ 6قطع مشكل,500,750
8694587120828,فانيلين مع سكر 36*5غ Kent,41,200
8934673621311,حليب ديالاك صغير اخضر 1 400غ,5625,6000
8680417214225,تمن محمود 9كغم كيس,14875,16000
4325562564323,قاصر اوراكس دبه كبير اصلي,2125,2500
8681893000104,سفنج سحري اخضر ماكرو ماكس,604,750
608275878678,خل ادام دبه كبير ADAM,1125,2000
8681863047924,نستله كوفكيت بزبز 220غ gofkit,875,1000
6084012090475,جبن كرافت كبير 190غ,2000,2500
4820258640768,بسكت شعير 290غ,1321,1500
6926313587158,بخاخ قاتل حشرات 300ml hacker,1416,2000
6263541402342,قشطه سليمانيه 125غرام وردي,468,500
8997220609965,صابون ليكسي 175غرام مشكل LEXI,771,1000
6970822195311,زاهي ومعطر غساله اوتماتيك علبه 20ق,1944,2500
6925799507544,دهن شعر فاتيكا 100مل صغير,750,1000
8680417218254,طحين التونسا 750غ,750,1000
6251059818205,مزيل دهون رامبو RAMBO,2541,3000
6917790057166,خمره ديلي بان 400غ Delipan,1375,1500
8691796004277,بتبور بزبز 300غ bizbize,875,1000
6214961209257,شوكلاته ليليوم دبي 38غ,437,500
140788141501652726,تيب كهرباء ملون,265,500
8683420544952,صلصه الرانش الطباخ,1250,1500
5891453765999,عسل الرحمه 125غ صغير,1271,1500
6261519900067,معجون اسبادانا 820غرام,1041,1500
8683347093328,صدر دجاج نورس معلب,1125,1500
6262004909664,صلصه خردل 335غ ;hgi,1562,2000
869097844,معكرونه وشعريه 125غ مشكل RAZ,137,250
6251044001155,جبس ماكس صغير مشكل,213,250
4792007784227,تمن كوباني 20كغم كيس,29750,31000
8699966665532,ملح ئالين علبه 500غ,378,750
8025272644624,سكر كله شير 900غرام,1227,1500
6253505800086,فطر مقطع فله معدني,1125,1500
6253804981714,عصير يومي 180مل باكيت,104,125
8680782921643,شاورمه دجاج تركي 150غرام,1000,1500
9504000266882,زيت الدار 750مل بطل,1475,1750
8698980920160,صودا 250مل sarikiz زجاجي اصلي,490,750
8993286732067,صابون olive اوليف 90g,250,333
9874578874493,شاي ميسي كيلوات الاصلي 10كغم,4900,6000
8699120447226,جاست كوفي اورجينال 200مل just,875,1000
8001100071022,بسكت بالكو دايت و شوفان مشكل ZERO,2750,3000
8680417219497,قهوه مثلجه 220مل محمود مشكل,800,1250
4823116830615,اجنحه دجاج كواليكو 700غرام,2750,3500
6263541400799,جبنه بالقشطه الملوك 100+5غ,465,500
6263541400584,جبنه البقره الحلوب سليمانيه 11+5غ مربع,468,750
8690997090522,مصاص اطفال عيون بونارت مشكل 11غ joytop,442,500
6281004207938,نستلة غندور 29غ craveمشكل,218,250
4562375456005,راشي الاخوين كبار  1كغم علبه,6166,6500
8699965899600,حليب ئالين كيس 150غ,1148,1500
6970822195304,زاهي ومعطر غساله اوتماتيك كيس 12ق,1618,2000
8681725022212,صابون افيلا 100غ علبه evila,1782,2000
4607084353150,كيك جوكو باي 360غ CHOCO.PIe,3656,4000
8906149315512,عطر كلام بنات 100مل,4000,6000
6545456213979,زاهي نسمه حنين 900مل مشكل,700,1000
140788141501652794,حلقوم مشكل ماعون كبير الموصل,1800,2500
787979161641,شاميه هانا و المميز 400غ,550,750
6974630840036,قلم جاف ازرق,125,250
8681863043902,كيك جوكتوكس 180غ مشكل cikotext,866,1000
6253803009204,زاهي فاين 600مل مشكل شفاف,1083,1250
140788141501652728,املاح الباديه كيس اصفر صغير,500,750
750122822218,عصير تروبيكا 330مل باكيت مشكل,187,250
140788141501652691,دجاج بوادي 1300كغم,5005,5500
140788141501652683,ماء كاسه تشرين كارتون,1400,1750
6260161575241,جبن مارغاريتا للبيتزا 2كغم كيس,13500,14000
6260769300979,كفوف نايلون فحص,320,1000
054881000475,شاي احمد 400غ ايرل غراي رصاصي,3600,3750
4823116812635,دجاج كواليكو 1000كغم مجمد,3325,3750
8683420500309,جلي الطباخ 85غ باكيت مشكل,437,750
8682205455124,بزاليا وجزر بوردن 380غ مشكل,395,750
6253504113927,معطر جو لميس lamis 450ml,1792,2000
140788141501652782,دجاج بيك بلج 1100كغم,3375,4000
8680171930607,عجينه بقلاوه مرسين 500غ,2125,2500
0162410392540031,جكليت دلوار كيس صغير,375,750
6224010588073,مصاص astra استر فل,186,250
8697422635808,زيت زير 825مل بطل,1850,2000
6253803007675,معطر جو فاين 500مل مشكل,1833,2250
9501101940468,دجاج بوادي 1500كغم,5550,6500
140788141652655,جرزات مخلوط كيس صغير,1408,2000
6253504116355,معطر فلورا لميس 250مل,1542,2000
165300300380019,ماء كرستال قاروره كبير,1450,1750
6267287301969,جبنه امل كاله 100+5غ,416,500
6970772674492,جداحه مطبخ طويل,750,1000
8681407010964,صاص 330غ زير,487,750
7896865665545,سبري شعر HABAOLOAN sprray احمر420مل,937,1500
8906124000488,تمن جوكر 20كغم كيس,31500,33000
9874578874490,حمص كيلوات 25g السراج,2440,3500
140788141501652797,من السمى ماعون مشكل الموصل,750,1000
9066085415291,جبن مثلث هبيكاو 24ق happy cow,4444,5000
8697449113198,ماجي التونسا سطل,2666,3250
6521985411581,حليب الاجيال طيور الشام مشكل,177,250
7272730706,زيت السراج 900مل بطل,1850,2000
8683420540176,صلصه الطباخ بطل رفيع مشكل,791,1250
8699965896876,مسحوق بيكنج باودر ئالين 30كيس,52,250
6938353859300,حلوه مكسرات الرحمه 720g زجاجي,3208,3500
8904405901561,تمن كوباني 4.5كغم كيس,8250,8750
750123569617,لبن خيرات اربيل 700مل,416,500
6260161402660,ذره حلوه مجمده كيس بمينا,1540,2000
140741501652738,رصيد زين 25.000,25300,26500
6253804983541,كيك سفنجي اليوم daily cake,187,250
78964087661,صدر دجاج 2كغم يحيى,7666,9000
140788141501652674,مشروب سينالكو صغير 200مل,220,250
8697449901436,حامض ليمون 1لتر التونسا,750,1000
009647509785,ماء كرستال 24بطل,1500,1750
8682162010053,صدر دجاج 400غ مجمد اللذيذ,1791,2250
8683420502105,مربى 380غ زجاجي الطباخ مشكل,1000,1500
8681407012999,سائل غسيل الاواني 750غ ABC,1334,1500
6251059377764,معطر ارضيات سبلاش 1.5كغم,4416,4750
6253803008498,فاين جل استحمام 500مل,2166,2500
140788141501652714,مصاص جامبو jumbo plus,65,125
8682125810027,عسل هيما زجاجي 240غ hema,833,1000
140788141501652705,حواصل ايراني ماعون,650,1000
4820107353290,دجاج كواليكو 1100كغم مجمد,3500,4000
6291003081668,فيول نوغا 30غ مشكل fiori,219,250
627987346145,شاي راوند معطر و مهيل 400غ مشكل,2700,3250
8683420540046,كاستر بالفانيلا سطل الطباخ 500غ,1583,2000
6970431186274,فرشات اسنان aryas,550,750
6260161526748,جبنه مطبوخه كاله مثلث احمر,416,500
8906149315741,عطر الخليج 100مل ALKHALEEJ,4000,6000
8934673100267,حليب ديالاك اكياس300غ كيس,2458,3000
5451516097148,مربه مشمش ALWALED علبه مشكل,1750,2000
91191129162025,نومي بصره كيلوات خشن,3500,4000
165300300380026,حب عباد كيلوات 10 كغم بيروت,4000,5000
8710447244647,معطر جسم دوف الاصلي Dove,3333,4000
8680202701985,بطاطس مقليه حلقات مرسين 900غ,2343,3000
140788141501652779,حمص جوفا مكسيكي 25كغم,2460,3000
6260161404206,فروله مجمده بمينا 400غ كيس,2050,2500
6281031257852,تايت سائل برسيل 3لتر دبه مشكل persil,9166,10000
140788141501652743,لرصيد اسيا 10.000,10200,11000
4820156635835,بسكت كرونه 328غ مشكل,1750,2000
80052487,رافيلو 30غ Raffaello,1049,1250
8683420544969,صلصه خردل الطباخ,1250,1500
745760707263,لحم لانشو دجاج 340غ الطازج,729,1000
9504000291105,حبيبات راني خوخ 235مل,416,500
6485138946125,لحم مثروم المصطفى,1000,1250
6291003074462,بريك سوبا 30غ,219,250
8002617985666,برغل وسط بشعريه 900غ الديك بختياري,1050,1250
8697916021148,كبسول غساله صحون 134غ TEMS,3100,3500
8697924592272,دهن التونسا 800غ دائري معدني,2917,3500
054881000468,شاي احمد 200غ سيلاني احمر,1750,2000
8683717472432,Master potato 160g جبس علبه,1942,2500
8690526808833,كومبو اصابع 44.5 غ KOMBO,424,500
8934673031318,شوربه اطفال ريديالاك 200غ,1875,2250
140788141501652793,كاستر فل سعر الكيلو 25كغم,1280,2000
1407881501652801,جريش كله شير 4كغم الديك,3700,4500
140788141501652801,برغل وسط كله شير 4كغم,3700,4500
8680417200976,سكر التونسا 900غ كيس,1166,1500
6261885300225,خيار شور زجاجي BAHRAMI,1250,1500
8693926000562,شعريه كنافه الرحمه 500غرام,2125,2500
9501101941649,ستربس دجاج حار 400غ بوادي,3770,4000
6291003091513,نوغا بالم بيتش 30غ palm beach,218,250
6262147003380,صوص شكلاته sorbon كاكاو,3350,3500
7640202650004,حليب سويسلاك 400غ رقم1,8270,8750
8697288519373,نوغا سوتلو SUTLU,97,125
8681863042578,نستله ذهب,95,125
655729313551,عصير مايس 330مل مشكل,182,250
8683860762084,جبن القريه دائري مرسين,1569,2000
9501101941618,ناجتس دجاج 750غ بوادي,5500,6000
8714563002099,حليب داياميل 3 400غ,8900,9500
140788141501652661,نشا سعر كيلو 25كغم كيس,920,2000
8906124000631,تمن جوكر 4.5كغم خام,7875,8000
8697449908121,تمن محمود 20كغ,29500,31000
8681863047801,كيك شوكولبس 24ق 77 DUBAI,95,125
6260161523419,جبنه بالقشطه انا  50غ كاله,225,250
165300300380012,زاهي غسيل الصحون جبال اوراس 5لتر مشكل,4000,4500
6281105121034,تمن اريز 900غ كيس صغير areez,1600,1750
8905694516450,زبده الفول السوداني 340غ الطازج مشكل,645,1000
8681407006691,سمن نباتي 800غ zer,2125,2500
785249347092,عسل marina 720g زجاجي,1458,2000
8697422630247,زيت زيتون زير زجاجي 250مل,2375,2750
633710165037,جل الوزير سطل,2375,2500
8906163070176,تمن صدف 900غرام كيس,1625,1750
8036904979762,برغل شعريه كله شير 4كغم,3700,4500
8036904980041,برغل خشن كله شير 4كغم,3700,4500
140788141501652798,جلاتين علبه الموصل,750,1000
8691374945640,خبز صاج النورين صغير,1250,1500
8710447493830,معطر جسم ريكسونا ارجنتيني الاصلي,3333,4000
6281007032261,حليب المراعي 1لتر مشكل,1583,2000
6437659902302,دبس دمعه كبير بلاستك,1916,2250
6287034170365,معطر ارضيات فينشي 800مل مشكل,1500,1750
8006540829448,حفاضات اولويز تك ليلي,1281,1500
8683420544983,صلصه اصابع بطاطه الطباخ,1500,1750
6253803005138,معطر فاين متعدد الاستعمالات 700مل,1333,1750
8682048092746,نستله دانيلو مشكل,97,125
8681323008779,صابون سائل ليكسي 500مل مشكل lexi,1500,1750
8680417250421,برغل خشن التونسا 600غ,700,1000
8697924598274,دبس رمان التونسا 700غ,916,1500
8680805288630,دبس رمان الطازج 350غ,687,1000
619185647513,حبيه 10كغم داس كيس,8800,9500
6260009114267,كفوف مواعين ليفاكار,1333,1500
633710162647,شاي السراج دبه كبير,5812,6500
8682538172989,كتشاب الطباخ 450غ مشكل,719,1000
8699243693234,منظف الطباخ 700مل ايلوكس,1334,1500
6251091060204,خاثر الوطنيه 1700غ سطل,2312,2500
8682511113121,حفاضات  كولول بيبي مشكل cool baby,2880,3000
140788141501652684,تمن سعر الكيلو بسمتي,1500,2000
140788141501652627,جوز مدعبل اصلي امريكي,5000,5500
165300300380003,ككو كيلوات 25كغم,12600,15000
140788141501652796,حلاوه ماعون شكري دائري الموصل,600,1000
8693730001533,شعريه كنافه قطايف مرسين 500غ,2250,2500
8680171930393,جبن بيتزا مرسين 500غ مكعبه,5266,6000
8682109801317,بيتي بور عائلي 350غ مشكل تايكر,875,1000
8682549778019,مستر وافل كرميل 26غ,216,250
9501101941632,ناجتس دجاج 400غرام بوادي كيس,3354,3500
5410076651627,شمبو بانتين 400مل مشكل PANTENE,3354,4000
7702018489664,جوليت 3قطع gillette3 الاصلي,2250,3000
6337101597080,كيك 1days سفنجي,97,125
8691216095472,مارشميلو 25غرام كيس haribo,208,250
8691707090597,ازمو اصابع ozmo,215,250
9640003000952,ايسكريم كاسه مشكل,208,250
6250027413640,ديتول الفعال 500مل مركز,1667,1750
8887290101080,قهوه جكليتيه حلوه 20ق maccoffee,3100,3500
6212201011011,ببسي250مل قوطيه,416,500
8699243691452,جل غسيل الصحون ايلوكس 1100غ سطل,2500,2750
6267287302041,جبنه بالقشطه كاله 180غ,875,1000
6291003000119,بسكت الشاي ماري 200غ marie,875,1000
8697449908510,حليب محمود 2.5كغم قوطيه,18333,19500
8690526714233,كراكس اصابع 45غ بهارات  CRAX ETI,219,250
140788141501652800,حلاوه اصابع ماعون الموصل,1750,2250
6281031114537,تايت سائل برسيل 1لتر مشكل,3500,4000
6262004910868,صاص كاله 350غ دائري,771,1000
8682960500206,صابون دوكس درزن 5ق doxa,700,1000
6954940400533,مقراضه باكيت 3قطع وردي,750,1000
96845717532,حلقوم باكيت شيريني,1125,1500
8680400901385,تايت هس للبق 500غرام HES,2250,2500
8002617985673,برغل وسط 900غ الديك بختياري,1050,1250
054881017886,شاي احمد تيبك اكياس صغير مشكل,1000,1250
8626348652361,شامبو 550مل t.rose,1416,1750
165300300380017,ويفر بالكريمه الكاكاو 24ق LUX طويل,95,125
6291003023385,بسكويت بونيتو 36غ bonito,219,250
8036904979403,برغل شعريه 450غ النسر الذهبي بختياري,725,1000
1101102221114,دهن خيام 4لتر سطل,12000,12500
8681407011275,خل ابيض زير 500مل زجاجي,1000,1500
8697422637642,زيتون اسود مقطع زير 940g علبه,1833,2500
140788141501652780,شاي الخان باكيت 1كغم مشكل,5700,6500
8680400902818,تايت هس 3كغم عادي,3511,4000
5998207930181,جبن زجاجي الرحمه اوربي 200غ,1333,1500
8681893004584,سفنج اينوكس اسود ماكروماكس,875,1000
8682125813509,مربى الرحمه ماعون سفري 40ق مشكل,193,250
140788141501652748,رصيد كورك 30.000,30500,31500
140788141501652746,رصيد كورك 15.000,15325,16000
6931688351334,بخاخ قاتل حشرات دبل 750مل hcakar,2541,3000
6253803254635,معطر ملابس الوزير 800غ مشكل,1833,2000
5285007242195,عدس جيهان 700غ,1500,1750
8681407001405,زبده نباتيه زير 200غ,384,500
9552613201301,كفوف طبيه باكيت مشكل,4166,5000
6975218630032,بكره خياطه ملون سيت,500,750
8682851731047,صابون سائل مشكل 500مل ايلوكس RASUS,1125,1500
6281102101848,جبن مثلثات سالم 360غ  24 قطعه دبل,2250,2500
745760707201,لانشون باللحم البقري بوري الطازج 825غ معدني,1625,2000
6291106072389,عطر امير العود 100مل,4000,8000
8680417207173,تايت التونسا 3كغم كيس مشكل,4000,4500
6253504112203,تايت توري touri احمر كيس اوتماتيك,8625,9000
91191129162023,جوز ناركيله كيلوات,5800,7000
8695077002693,ملمع غساله صحون 450غ parlatici,2083,3000
6938353859201,حلوه مكسرات الرحمه 220غ زجاجي,1833,2250
140788141501652747,رصيد كورك 18.000,18275,19500
140741501652745,رصيد كورك 10.000,10255,11000
8906012845764,بودره اطفال كودومو KADAMO,1333,1500
9501101942110,اجنحه دجاج مقرمش بوادي 750غ مشكل,5025,5500
140788141501652675,مشروب سينالكو كبير 300مل زجاجي,368,500
6970822192082,زاهي ومعطر غساله اوتماتيك كيس 10ق,1619,1750
6260161560643,عصير لاكي جوس 200مل juice مشكل,160,250
262147003380,صلصه شوكولاته مشكل ايراني,2000,2500
8690120047775,كوفريت Torku 4*4 مشكل,223,250
4823077611926,جكليت 1كغ minky binky,5250,6000
8683420543306,حامض الليمون 500مل الطباخ,458,750
8697422632128,سباكيتي 500غ زير,687,750
8036904979366,برغل خشن النسر 450غ بختياري,725,1000
8906149315420,عطر فقط ابيض 100مل,4000,6000
6691106079843,عطر ملك العرب MALIK AL ARAB,4000,6000
8908008389320,تمن جوكر 4.5كغم كيس شفاف,8125,8500
8681379513715,ككو هدايا علب مشكل كلاسيك,4937,6000
6281007032766,جبن مراعي مثلث وسط,2250,2500
8680202700100,بطاطس مقليه رفيعه مرسين 7*7,2400,3000
9556121030453,جوليز كراكس خضار 122غ,625,750
6260424801568,حليب نوبر 125مل مشكل,177,250
140788141501652758,حليب مكثف الرحمه 390غ معدني,958,1250
140788141501652745,رصيد كورك 6.000,6150,6500
633710173735,كلنس مطبخ الوزير روله 400غ,1666,2000
151744230600,سفره سفري ماهان 2كغم,2166,2500
6952060210155,صبغ احذيه سائل 75مل,709,1000
6281006439634,شامبو كلير 400مل,1250,2000
8680400902825,تايت هس 5كغم عادي,5357,6500
5011321361089,شامبو هيدر شولدرس 400مل الاصلي,3750,4500
8700216082792,حفاضات اولويز قطني نهاري و ليلي always,3958,4500
8680400901378,تايت هس ابيض 500غرام HES,2250,2500
8699141057152,اوزمو كيس 25غ,215,250
762571500197,شراب فريز 275مل مشكل,1250,1500
4820107359513,دجاج سلطانه حلال 1200كغم مجمد,3800,4500
8699243692084,تايت ايلوكس 5كغم عادي,6500,7000
8699050592010,عجينه بقلاوه مارينا,1750,2000
8683979490717,كيك حلقات مستر دانت  24ق DANT مشكل,2334,2500
8690526082004,بسكويت دكستيف 131غ  eti,612,750
8906149311637,عطر اميره الشرق 100مل,4000,5000
8906149315390,عطر انت و انا 100مل,4000,6500
1326521022044,تمن خيام 4.5كغم كيس شفاف,7500,8000
8680417218179,تايت التونسا 5كغم كيس اخضر,6500,7000
86974630476,مسحوق بيكنج باودر ئالين 40كيس,52,250
634240098369,فاس بطل ابيض شفاف,1875,2000
140788141501652719,نومي بصره ناعم كيلوات,4300,5000
6973847338077,شاحنه انستي مشكل 3.6A,3800,5000
8699969226112,ملح علبه الشافي 500غ,342,750
6281007063838,جبن شيدر مراعي معدني,1416,1750
8683581659724,جبن قشقوان مرسين كامل دسم,1781,2000
6267293000047,خيار مخلل الرحمه زجاجي 700غ,1083,1500
140788141501652765,رصيد اسيا 18الف,18200,19000
6260000568243,ورق عنب الرحمه 700غ زجاجي,1166,1500
6973847334321,كيبل ضوئي كلاكسي ANSTY,3150,4500
6291055004714,فالكون نايلون شفاف,1250,1750
4820156631042,بسكت اشكال كيس 250غ,866,1000
4820156632582,بسكت كرونه CROQUET عائلي,1250,1500
3800200450936,فول سوداني ziGi كيس22غ,225,500
6253804981325,عصير يومي 1لتر,833,1000
6281101380336,ويفر رول 14غرام 16عدد,109,125
8697449903461,برغل بالشعريه التونسا 600غ,841,1000
8887290002226,كابتشينو 20ق كيس cappuccino,4250,4750
054881000451,شاي احمد الهيل 200غ اصفر,1812,2000
619185647643,حبيه 500غ داس,525,750
8699243693326,تايت ايلوكس 3كغم عادي مشكل,4000,4500
8683347092932,طحين 750غ نورس,600,1000
6262780302352,ثوم مخلل زجاجي 680غ kholod,1833,2250
8683420542606,مزيل زفره الدجاج الطباخ 1لتر,1041,1500
8697924599615,حفاضات عجزه 24قطعه اصلي confy,8750,9500
91191129162032,تمن خيام 20كغم كيس,29970,31000
6974420930060,كفوف مواعين وردي طويل,850,1500
6260003020038,زيتون مخلل سيدونا زجاجي680g,2750,3000
8681407001375,دهن زير 18لتر تنكه,40000,43000
6253803253089,معطر جو وندرفل مشكل بخاخ,1708,2000
8697422630117,زيت 1لتر زير,2050,2250
4792007784226,تمن كلبهار 20كغم,30500,32000
91191129162027,نومي بصره كيلوات اسود,4200,5000
8714100019733,معطر جسم ريكسونا نسائي الاصلي,3333,4000
6260161402691,لوبيا مجمده بمينا 400غ كيس,1320,1500
3351038902574,مظف طباخ فنش finish,2083,2500
8697924592364,زيت التونسا 4لتر دبه,8750,9500
8681893009206,اكياس نفايات عطر فانيلا 60*55سم ماكروماكس,3400,4000
8681893009022,اكياس نفايات 70*90 90L ماكروماكس,1750,2000
7640202650066,حليب سويسلاك رقم 2 400غ,9000,9500
140788141501652744,رصيد كورك 5.000,5150,5500
140788141501652738,رصيد زين 15.000,15270,16000
6974975771514,بزاليا وجزر مخلوط الطازج معدني,427,750
4820156632995,بسكت بورك  288غCUSHIONS,2250,2500
745760707270,لحم لانشو دجاج بوري 825غ الطازج,1625,2000
8700216217781,تايت اريال 2.5كغم باكيت مشكل,7687,8500
9874568874486,تمن بختياري 9كغم شفاف,14400,16000
9501101940581,فيليه صدر دجاج 900غ بوادي,6666,7500
8693593133471,صودا اكمينا 250مل AKMINA,427,500
8680417214188,باقله مفلسه 700غ التونسا,1734,2000
9647706651139,خاثر كل اليوم 1700غ كبير,2150,2500
8683420536186,كاستر الطباخ 75غ مشكل باكيت,541,750
8690533021355,بسكت اطفال كيس 250غ,1375,1500
8906149315666,عطر شيخ زايد 100مل اسود,4000,8000
8906125546060,كريم شعر باريس بابايا papaya paris,1916,2500
6260142650554,خل غزوين ابيض دبه كبير,1375,1750
8690570526363,منظف غساله صحون فنش الاصلي,3750,4500
8699037091086,جبن بيتزا مرسين ملون 1كغم,11000,12000
140788141501652777,خاثر فافون سلام,833,1000
4820218095645,بسكت trio كيس 160غ مشكل,875,1000
7525569528923,كبه اسطنبول كيس موصليه,675,1000
6985500000177,كيبل مشكل ايفون ميدو 17 fast,1050,3000
8683420520208,سيت طبق الريزو الطباخ 450غ,3916,4500
140788141501652740,رصيد الجهاز,500000,0
637962523645,عصير دوز مكس 330مل dose مشكل,437,500
123456789104,ورق الزبده 5m*30cm,833,1000
19800003,كبه حضر وسط كيس,1200,1500
9501101941267,ستربس دجاج بوادي 750غ,6925,7500
6337101677584,شوربه ايفوسيريال 6اشهر مشكل,4500,5000
3551100827235,حليب سيليا رقم 3 400غ,8400,8750
6261356465446,ايسكريم كولد باندى,208,250
6291003203527,بريك 4اصابع 25غ break,219,250
6291003000164,دايجيستف 250غ اعتيادي,1250,1500
6949796700180,خمره 400غ SUPER MAYA,1400,1750
8697449911510,سباكيتي 200غ التونسا,275,500
8699037090195,جبن بيتزا مرسين 1كغم ازرق,10416,11000
6291003020483,بسكت 576غ nuttybitesمشكل,3500,3750
8683420544846,صاص الطباخ 500غ بطل كبير,750,1000
8697422630490,حامض الليمون 1000مل زير,916,1250
8690526026602,بوب كيك 200غ كاكاو pop kek,1625,1750
1101102440022,دهن خيام 2لتر سطل,6333,6500
8699969224286,كريم شانتي kREM SANTI مشكل,750,1000
6271028015268,جكليت كويتي ملون 2.5كغم,4250,5000
91191129162028,لب جوز كيلوات فل,9000,10000
8681893000487,سفنج اخضر كلاسك ماكروماكس,1250,1500
4820156635590,بسكت نابليون رول 228غ,880,1000
6985500000313,كيبل ميدو 31 MEIDOU مشكل,1400,3000
8001090609144,زاهي فيري 1لتر مشكل,3791,4250
6253803258404,شامبو عبايه الوزير 800مل,1958,2500
009800800056,نوتيلا مع اصابع,1275,1500
5281009218350,جرزات 50g castania,416,500
8579215688881,دهن زادنا 5لتر تنكه,10000,11000
7467214400935,جبنه الملوك هزار مربع,427,500
8680417218384,صابون ليلوس علبه 4ق LILUS مشكل,1594,2000
6253803255090,صابون سائل وندرفول 500مل,1813,2000
ـ0039217~52,زيتون جوكر بلم مشكل,442,750
4820209005585,دجاج مقطع 1.5كغم كواليكو,3875,5000
8858788600620,تونه بالزيت النباتي الطازج الذهبي 170غ,1177,1500
8682211008772,كوب سفري 60مل كبير 50كوب,600,1000
8681407011244,طحين 900غ زير,772,1000
6215487965436,كلنس الكرزه دبل,1366,1500
6253504113330,تايت توري 2.5كغم سطل احمر كبير,18000,19000
8697422636416,ماجي دجاج 750g زير سطل,3000,3250
8698995510608,برغل خوش خشن 500غرام,550,950
8697422636775,دهن زير 5لتر تنكه,11000,11500
162510174470109,شاي الخان سعر الكيلو,5800,6500
8683420544556,صلصه البيتزا 450غ الطباخ,958,1500
8681893005246,سيم يدوي ماكروماكس,1250,1500
8681893000999,سفنج ملون *10عدد ماكروماكس,1050,1500
4820258642199,حلقات بسكت 150غ كيس,866,1000
6253803007941,منعم اقمشه مركز فاين 1لتر مشكل,2166,2500
140788141501652737,رصيد زين 6000,6150,6500
8690570532067,ملح غساله صحون منظف 1.5كغم باكيت,2500,3000
